	file-startTime	file-deviceID	quality-goodCalibration	quality-goodWearTime	quality-daylightSavingsCrossover
2063913.2	2018-05-10 10:00:07	42831	1.0	1	0
2063913.3	2018-11-26 10:00:06	16117	1.0	1	0
2063913.4	2018-10-29 10:00:07	15997	1.0	1	0
2075766.1	2018-08-24 10:00:05	15465	1.0	1	0
2075766.2	2018-03-24 10:00:03	15946	1.0	1	0
2075766.3	2018-04-23 10:00:06	15230	1.0	1	0
2075766.4	2018-11-21 10:00:04	16199	1.0	0	0
5115201.1	2018-05-23 10:00:07	15375	1.0	1	0
5115201.2	2018-11-21 10:00:03	15818	1.0	1	0
5115201.3	2018-08-01 10:00:06	15552	1.0	1	0
5115201.4	2018-02-08 10:00:02	13797	1.0	1	0
4902826.1	2018-05-19 10:00:05	14682	1.0	1	0
4902826.2	2018-04-03 10:00:04	42489	1.0	1	0
4902826.3	2018-03-16 10:00:04	16333	1.0	1	0
4902826.4	2018-04-16 10:00:03	15411	1.0	1	0
3309992.1	2018-08-04 10:00:07	15963	1.0	1	0
3309992.2	2018-10-27 10:00:03	16308	1.0	1	0
3309992.3	2019-01-09 10:00:03	41859	1.0	0	0
3309992.4	2018-03-16 10:00:07	14704	1.0	1	0
3944858.1	2018-01-06 10:00:03	42409	1.0	1	0
3944858.2	2018-07-09 10:00:02	15869	1.0	1	0
3944858.3	2018-03-23 10:00:03	14603	1.0	1	0
3944858.4	2018-02-26 10:00:03	14705	1.0	1	0
2915149.1	2018-07-20 10:00:05	15880	1.0	1	0
2915149.2	2017-12-23 10:00:04	16308	1.0	1	0
2915149.3	2018-05-24 10:00:04	15499	1.0	1	0
2915149.4	2018-07-13 10:00:02	42441	1.0	1	0
1338701.1	2018-04-19 10:00:04	15980	1.0	1	0
1338701.2	2018-10-25 10:00:05	15237	1.0	0	0
1338701.3	2018-05-19 10:00:04	16276	1.0	1	0
1338701.4	2018-10-05 10:00:04	15506	1.0	1	0
1514729.1	2019-01-05 10:00:03	16173	1.0	1	0
1514729.2	2019-01-05 10:00:03	16050	1.0	1	0
1514729.3	2017-12-09 10:00:04	16243	1.0	1	0
1514729.4	2018-09-26 10:00:05	15478	1.0	1	0
1575735.1	2018-01-18 10:00:05	42897	1.0	0	0
1575735.2	2018-02-15 10:00:07	16175	1.0	1	0
1575735.3	2019-01-09 10:00:03	16195	1.0	1	0
1575735.4	2018-06-21 10:00:05	15242	1.0	0	0
5884324.1	2018-09-20 10:00:04	16107	1.0	1	0
5884324.2	2018-02-26 10:00:03	15982	0.0	1	0
5884324.3	2018-10-25 10:00:04	16329	1.0	1	0
5884324.4	2018-03-29 10:00:05	16222	1.0	1	0
2175690.1	2018-02-21 10:00:03	16515	1.0	1	0
2175690.2	2018-07-06 10:00:06	15453	1.0	1	0
2175690.3	2018-07-12 10:00:06	14695	1.0	1	0
2175690.4	2019-01-05 10:00:04	42897	1.0	1	0
1047175.1	2018-11-12 10:00:07	16366	1.0	1	0
1047175.2	2018-11-01 10:00:02	16149	1.0	1	0
1047175.3	2018-06-14 10:00:03	16200	1.0	1	0
1047175.4	2018-03-12 10:00:05	42786	1.0	0	0
3454789.1	2018-07-09 10:00:06	42429	1.0	1	0
3454789.2	2018-03-26 10:00:07	17036	1.0	1	0
3454789.3	2017-12-20 10:00:05	14732	1.0	1	0
3454789.4	2018-07-14 10:00:06	16399	1.0	0	0
5899601.1	2018-05-04 10:00:03	16391	1.0	1	0
5899601.2	2018-02-02 10:00:07	16535	1.0	1	0
5899601.3	2018-09-21 10:00:02	15621	1.0	1	0
5899601.4	2018-11-15 10:00:05	17270	1.0	1	0
2653696.1	2018-10-27 10:00:04	14645	1.0	1	0
2653696.2	2018-02-09 10:00:07	15991	1.0	1	1
2653696.3	2017-12-16 10:00:06	41836	1.0	0	0
2653696.4	2018-02-23 10:00:02	15392	1.0	1	0
3982519.1	2018-04-05 10:00:07	14825	1.0	0	0
3982519.2	2018-08-31 10:00:06	15809	1.0	1	0
3982519.3	2018-07-13 10:00:06	14264	1.0	1	0
3982519.4	2018-10-12 10:00:07	16399	1.0	1	0
4405186.1	2018-09-13 10:00:03	15411	0.0	0	0
4405186.2	2018-04-25 10:00:02	16289	1.0	1	0
4405186.3	2018-04-19 10:00:05	16084	1.0	0	0
4405186.4	2018-08-28 10:00:05	15809	1.0	1	0
2616207.1	2018-11-07 10:00:02	15656	1.0	1	0
2616207.2	2018-01-13 10:00:03	17430	1.0	1	0
2616207.3	2018-11-14 10:00:06	16066	0.0	1	1
2616207.4	2018-08-03 10:00:02	16176	1.0	1	0
4279493.1	2018-07-23 10:00:03	15870	1.0	1	0
4279493.2	2018-06-14 10:00:07	14791	1.0	1	0
4279493.3	2018-02-24 10:00:07	14603	1.0	1	1
4279493.4	2018-07-06 10:00:05	15754	1.0	1	0
4439502.1	2018-01-31 10:00:07	16310	1.0	1	0
4439502.2	2018-01-06 10:00:06	16531	1.0	1	0
4439502.3	2018-11-01 10:00:06	15678	1.0	1	0
4439502.4	2019-01-09 10:00:07	15993	1.0	1	0
4551793.1	2018-01-31 10:00:06	15652	1.0	1	0
4551793.2	2018-06-29 10:00:02	16360	1.0	1	0
4551793.3	2018-10-27 10:00:04	16373	1.0	1	0
4551793.4	2018-05-05 10:00:06	15504	1.0	0	0
5678669.1	2018-07-21 10:00:05	15378	1.0	1	0
5678669.2	2018-06-25 10:00:04	18491	1.0	1	0
5678669.3	2018-04-13 10:00:07	10074	1.0	1	0
5678669.4	2018-06-21 10:00:04	14709	1.0	1	0
3460647.1	2018-11-02 10:00:06	15598	1.0	1	0
3460647.2	2018-10-26 10:00:02	16176	1.0	1	0
3460647.3	2018-08-24 10:00:05	14603	1.0	1	1
3460647.4	2018-06-09 10:00:03	15565	1.0	1	0
2736561.1	2018-04-09 10:00:03	16117	1.0	1	0
2736561.2	2018-04-30 10:00:04	14662	1.0	1	0
2736561.3	2018-05-19 10:00:06	41087	1.0	1	0
2736561.4	2018-02-15 10:00:07	16178	1.0	1	0
5816550.1	2018-07-23 10:00:03	15551	1.0	1	0
5816550.2	2018-03-16 10:00:04	16083	1.0	1	0
5816550.3	2018-08-10 10:00:06	15737	1.0	1	0
5816550.4	2018-06-21 10:00:03	15827	1.0	1	0
3784342.1	2018-11-14 10:00:05	15881	1.0	1	0
3784342.2	2018-07-20 10:00:05	15758	1.0	1	0
3784342.3	2017-12-21 10:00:03	15547	1.0	1	0
3784342.4	2018-05-19 10:00:06	15738		1	0
5897986.1	2018-01-06 10:00:04	16257	1.0	1	0
5897986.2	2017-12-22 10:00:02	15736	1.0	1	0
5897986.3	2018-08-10 10:00:07	16367	1.0	1	0
5897986.4	2017-12-11 10:00:07	14714	1.0	1	0
5267455.1	2018-12-22 10:00:03	14753	1.0	1	0
5267455.2	2018-10-29 10:00:03	16068	1.0	1	0
5267455.3	2018-10-12 10:00:06	14734	1.0	1	0
5267455.4	2018-11-26 10:00:05	14668	1.0	1	0
1505163.1	2018-10-04 10:00:07	15472	1.0	1	0
1505163.2	2018-07-09 10:00:02	16094	1.0	1	0
1505163.3	2018-05-10 10:00:02	15386	1.0	1	1
1505163.4	2018-05-05 10:00:05	15240	1.0	1	0
1565400.1	2018-10-04 10:00:05	16194	1.0	1	0
1565400.2	2018-03-17 10:00:07	15733	1.0	1	0
1565400.3	2018-02-17 10:00:03	14639	1.0	1	0
1565400.4	2018-03-14 10:00:04	16512	1.0	1	0
2454609.1	2018-05-19 10:00:04	16346	1.0	1	0
2454609.2	2018-04-07 10:00:05	16149	1.0	1	0
2454609.3	2017-12-21 10:00:05	16223	1.0	1	0
2454609.4	2018-02-08 10:00:03	16267	1.0	1	0
2014203.1	2018-11-08 10:00:04	16054	1.0	1	0
2014203.2	2018-01-27 10:00:05	15701	1.0	1	0
2014203.3	2018-11-21 10:00:03	13870	1.0	0	0
2014203.4	2018-02-05 10:00:02	15873	1.0	1	0
5841651.1	2018-11-26 10:00:03	14799	1.0	0	0
5841651.2	2018-04-05 10:00:05	15605	1.0	1	0
5841651.3	2018-04-09 10:00:07	17345	1.0	1	0
5841651.4	2018-12-22 10:00:03	15692	1.0	1	0
3942570.1	2018-06-14 10:00:02	16410	1.0	1	0
3942570.2	2018-08-13 10:00:04	16542	1.0	1	0
3942570.3	2018-02-05 10:00:05	16217	1.0	1	1
3942570.4	2018-09-08 10:00:05	16337	1.0	1	0
5355697.1	2018-06-01 10:00:02	16286	1.0	1	0
5355697.2	2018-01-27 10:00:06	15510	1.0	1	0
5355697.3	2018-09-07 10:00:03	15673	1.0	1	0
5355697.4	2018-09-26 10:00:06	15688	1.0	1	0
5376924.1	2018-05-05 10:00:03	15506	1.0	1	0
5376924.2	2018-05-25 10:00:03	14695	0.0	1	0
5376924.3	2018-08-03 10:00:06	15501	1.0	1	0
5376924.4	2018-11-01 10:00:05	16307	1.0	1	0
1626798.1	2017-12-21 10:00:03	41087	1.0	1	0
1626798.2	2018-04-09 10:00:05	41763	1.0	1	0
1626798.3	2018-03-12 10:00:04	16313	1.0	1	0
1626798.4	2019-01-05 10:00:02	42383	1.0	1	0
2456660.1	2018-05-21 10:00:06	14640	1.0	1	0
2456660.2	2018-04-11 10:00:03	14699	1.0	1	0
2456660.3	2018-03-23 10:00:03	16194	1.0	1	0
2456660.4	2018-02-23 10:00:03	15915	1.0	0	0
1887895.1	2018-07-06 10:00:02	16085	1.0	1	0
1887895.2	2018-06-07 10:00:03	42425	1.0	1	0
1887895.3	2018-11-07 10:00:02	41830	1.0	1	0
1887895.4	2018-07-23 10:00:03	15672	1.0	0	0
1357297.1	2018-11-14 10:00:05	41976	1.0	1	0
1357297.2	2017-12-13 10:00:05	16481	1.0	1	0
1357297.3	2018-11-02 10:00:02	16079	1.0	1	0
1357297.4	2017-12-14 10:00:06	15673	1.0	1	0
2401096.1	2018-03-23 10:00:04	42498	1.0	1	0
2401096.2	2018-06-01 10:00:03	15353	1.0	1	0
2401096.3	2018-11-12 10:00:03	15900	1.0	1	0
2401096.4	2018-05-19 10:00:04	42495	1.0	1	0
1715278.1	2018-08-03 10:00:07	15248	1.0	1	0
1715278.2	2018-09-13 10:00:06	13797	1.0	1	0
1715278.3	2018-06-21 10:00:06	15740	1.0	1	0
1715278.4	2018-12-21 10:00:03	15523	1.0	1	0
1691184.1	2018-03-17 10:00:07	16080	1.0	1	0
1691184.2	2018-06-29 10:00:02	14570	1.0	1	0
1691184.3	2018-06-09 10:00:06	15401	1.0	1	0
1691184.4	2018-08-24 10:00:07	14710	1.0	1	0
4280250.1	2018-08-17 10:00:04	15463	1.0	1	0
4280250.2	2018-10-18 10:00:07	13868	1.0	1	0
4280250.3	2018-12-22 10:00:05	42907	1.0	1	0
4280250.4	2018-04-23 10:00:04	16307	1.0	1	0
2549339.1	2018-05-26 10:00:03	15638	1.0	1	0
2549339.2	2018-03-28 10:00:06	42326	1.0	1	0
2549339.3	2018-10-27 10:00:07	14570	1.0	1	0
2549339.4	2018-09-06 10:00:05	16263	1.0	1	0
2228861.1	2018-04-14 10:00:04	15672	1.0	1	0
2228861.2	2018-03-12 10:00:04	16138	1.0	1	0
2228861.3	2018-10-19 10:00:07	15829	1.0	1	0
2228861.4	2018-09-06 10:00:05	42800	1.0	1	0
4577538.1	2018-04-20 10:00:06	15889	0.0	1	1
4577538.2	2018-05-26 10:00:07	14644	1.0	1	0
4577538.3	2018-06-13 10:00:02	15619	1.0	1	0
4577538.4	2018-05-19 10:00:06	15965	1.0	1	0
4428900.1	2018-06-15 10:00:07	14655	1.0	0	0
4428900.2	2018-07-19 10:00:03	15947	1.0	1	0
4428900.3	2018-06-29 10:00:04	42879	1.0	1	0
4428900.4	2018-07-28 10:00:03	15368	1.0	1	0
1410448.1	2018-10-27 10:00:04	15733	1.0	1	0
1410448.2	2018-11-12 10:00:05	15551	1.0	1	0
1410448.3	2018-05-24 10:00:02	14361	1.0	1	0
1410448.4	2018-04-18 10:00:05	15457	1.0	0	0
3615353.1	2018-09-06 10:00:03	16469	1.0	1	0
3615353.2	2018-09-08 10:00:05	16390	1.0	1	0
3615353.3	2017-12-18 10:00:05	15586	1.0	1	1
3615353.4	2018-09-20 10:00:05	41919	1.0	1	0
3966780.1	2018-10-29 10:00:07	14721	1.0	1	0
3966780.2	2018-02-15 10:00:02	15605	1.0	1	0
3966780.3	2018-09-08 10:00:03	15550	1.0	1	1
3966780.4	2018-06-11 10:00:02	16177	0.0	1	0
4207395.1	2018-05-29 10:00:02	15249	1.0	1	0
4207395.2	2018-05-19 10:00:02	16372	1.0	0	0
4207395.3	2018-11-16 10:00:06	42847	1.0	1	0
4207395.4	2017-11-17 10:00:06	14728	1.0	1	0
1615663.1	2018-07-13 10:00:04	16432	1.0	0	0
1615663.2	2018-09-14 10:00:05	14789	1.0	1	0
1615663.3	2018-05-29 10:00:03	15967	1.0	1	0
1615663.4	2019-01-05 10:00:04	16119	1.0	0	0
2160495.1	2018-02-08 10:00:03	16163	1.0	1	0
2160495.2	2018-06-16 10:00:02	16071	1.0	1	1
2160495.3	2018-06-16 10:00:02	14704	1.0	1	0
2160495.4	2018-07-21 10:00:02	14799	1.0	1	0
5975564.1	2018-07-06 10:00:02	15751	1.0	1	0
5975564.2	2018-06-21 10:00:05	41087	1.0	1	0
5975564.3	2018-07-16 10:00:03	16179	1.0	1	0
5975564.4	2018-07-27 10:00:05	15532	1.0	0	0
2428079.1	2018-05-19 10:00:06	16107	1.0	1	0
2428079.2	2018-06-09 10:00:06	15922	1.0	1	0
2428079.3	2018-04-23 10:00:04	42498	1.0	1	0
2428079.4	2018-07-14 10:00:02	16217	1.0	0	0
5847109.1	2018-02-26 10:00:05	16499	1.0	1	0
5847109.2	2018-03-12 10:00:06	15415	1.0	1	0
5847109.3	2018-10-19 10:00:06	15588	1.0	1	0
5847109.4	2018-10-12 10:00:06	15243	1.0	1	0
5017700.1	2018-07-12 10:00:06	10506	1.0	0	0
5017700.2	2018-03-16 10:00:04	41753	1.0	0	1
5017700.3	2018-08-03 10:00:03	16419	1.0	1	0
5017700.4	2018-02-07 10:00:07	42410	1.0	1	0
5399914.1	2018-09-26 10:00:03	16542	1.0	1	0
5399914.2	2018-06-14 10:00:06	16067	1.0	1	0
5399914.3	2018-03-12 10:00:02	15788	1.0	1	0
5399914.4	2018-07-12 10:00:07	42476	1.0	1	0
2886486.1	2018-05-08 10:00:06	16195	1.0	1	0
2886486.2	2018-04-11 10:00:06	42429	1.0	1	0
2886486.3	2018-05-19 10:00:05	18494	1.0	1	0
2886486.4	2018-06-25 10:00:07	15444	1.0	1	0
1426944.1	2018-07-13 10:00:02	16118	1.0	0	0
1426944.2	2018-04-11 10:00:03	14655	1.0	1	0
1426944.3	2019-01-05 10:00:06	16200	1.0	0	0
1426944.4	2018-06-01 10:00:04	16486	1.0	1	0
2248785.1	2018-11-05 10:00:05	15760	1.0	1	0
2248785.2	2018-07-16 10:00:02	16205	1.0	1	0
2248785.3	2018-06-07 10:00:06	16512	1.0	1	0
2248785.4	2018-04-20 10:00:04	15551	1.0	1	0
1487516.1	2018-07-06 10:00:07	15900	1.0	1	0
1487516.2	2018-08-09 10:00:03	15951	0.0	0	0
1487516.3	2018-02-05 10:00:03	16316	1.0	1	0
1487516.4	2018-11-12 10:00:05	14645	1.0	1	0
3020013.1	2018-08-24 10:00:06	42441	1.0	1	0
3020013.2	2018-09-26 10:00:06	15980	1.0	1	0
3020013.3	2018-10-29 10:00:05	16512	1.0	1	0
3020013.4	2018-11-05 10:00:06	15847	1.0	1	0
5059245.1	2018-07-23 10:00:03	15405	1.0	1	0
5059245.2	2018-07-19 10:00:04	14728	1.0	1	0
5059245.3	2018-12-22 10:00:04	15949	1.0	1	0
5059245.4	2018-09-07 10:00:05	16385	1.0	1	0
4747524.1	2018-09-20 10:00:03	14662	1.0	0	0
4747524.2	2018-10-19 10:00:04	14775	0.0	1	0
4747524.3	2018-11-14 10:00:03	15750	1.0	1	0
4747524.4	2017-12-16 10:00:04	15890	1.0	1	0
3436747.1	2018-06-09 10:00:03	15795	1.0	1	1
3436747.2	2018-10-13 10:00:06	14648	1.0	1	0
3436747.3	2018-08-10 10:00:07	16301	1.0	1	0
3436747.4	2018-11-05 10:00:06	16275	1.0	1	0
1846552.1	2018-01-31 10:00:06	15750	1.0	1	0
1846552.2	2018-08-17 10:00:02	15229	1.0	1	0
1846552.3	2018-10-27 10:00:02	15712	1.0	0	0
1846552.4	2018-08-24 10:00:06	16080	1.0	0	0
5424173.1	2018-07-16 10:00:03	15859	1.0	1	0
5424173.2	2018-04-13 10:00:04	14662	1.0	0	0
5424173.3	2018-10-12 10:00:05	41237	1.0	0	0
5424173.4	2017-12-21 10:00:03	15809	1.0	1	0
