activity_var	p	cos	sin	corrected_inter_personal	corrected_intra_personal	corrected_intra_personal_normalized	amplitude	inter_personal_std	std_amplitude	intra_personal_normalized
light_peak_value_mean	0.0	-68.3684155487645	3.343605696257679	1580.544455983594	2691.303727986594	1.7027700282633047	68.45012741916987	42.48431299227144	1.6111859318902493	3.182204730420924
inactivity_peak_time_mean	9.584658822327092e-08	0.0665192660686144	-0.0423439186025692	0.6925661828063987	0.4529721785133459	0.6540489411103265	0.0788531559351186	0.8325666501845177	0.0947109230445908	0.6596328967894979
inactivity_peak_value_mean	3.638696670531978e-07	-0.1027531130688421	0.0318465019774285	1.6150001860453116	0.5999750118241807	0.3715015125127344	0.1075750990403291	1.272145659396771	0.0845619353772266	0.374460000535521
main_sleep_onset_SD	0.0038848665065585	0.030135681527374	-0.0104247411126391	0.2872712056137256	0.282330506002926	0.9828012710141124	0.031887842955974	0.5358020038026321	0.0595142286323367	0.9857888582314676
main_sleep_offset_SD	0.6985852567974202	0.0018968017878658	0.0118830348474449	0.4376496258080463	0.8571129302873014	1.958445477257719	0.0120334689183145	0.6615388576796079	0.0181901165420921	1.958791539003664
num_wakings_SD	0.0751638830026358	0.0187143207458467	-0.0028968411559963	0.1773814873086968	0.2780913954257856	1.5677588436375185	0.0189371985695219	0.4212856853789383	0.0449509661181303	1.5678773438510814
WASO_SD	0.0961833853178662	0.00525082556118	-0.0009884905402377	0.016082862366593	0.0217647357484713	1.3532874467470757	0.0053430592942696	0.1268629573615639	0.0421167802279883	1.3530788272382452
acceleration_during_main_sleep_SD	0.612180445012116	-0.0042372637696226	0.0018544704868038	0.0479575597696131	0.094952875779422	1.9799355145585649	0.0046253070211374	0.2189943000613211	0.0211206730944244	1.9800229455205371
sleep_peak_time_SD	0.1823518160223468	0.0221117789759886	0.0059590510819074	0.4431075888622048	0.4940893608651586	1.1150550640169872	0.0229006781401721	0.6656464944143764	0.0344036637048914	1.115777713523764
sleep_peak_quality_SD	4.299197534455244e-07	-0.0032821048007601	0.0003703033981171	0.0011548753360908	0.0010745614849799	0.9304566920765608	0.0033029284778557	0.0340129450969599	0.0971079825178359	0.9340387983908496
other_sleep_SD	9.797809336654616e-07	0.0335929211946777	0.0033586210585232	0.1159366291433543	0.1407814979860973	1.2142969743584888	0.0337604012092063	0.3406236241700993	0.0991135048000876	1.220216705222788
main_sleep_duration_SD	0.2993770994386718	0.0193352054588777	0.0037410962765135	0.3446114939131808	0.6792015206969176	1.9709195215294568	0.0196938054089898	0.5869913393764294	0.0335504190401018	1.972163053612591
total_sleep_SD	0.1113984870205946	0.0279563134052918	0.0005292539829431	0.381583584624737	0.7526755978212735	1.972505181430909	0.0279613227332571	0.6176919119460752	0.0452674257060665	1.9743281717186671
main_sleep_ratio_SD	0.5613246533082014	0.0002175446284381	-0.0001806341505683	0.000201595201938	0.0002252616900002	1.1173960879756453	0.000282762023111	0.0141992305197946	0.0199138976381026	1.117403937667096
light_mean_SD	0.0	-10.005136873681463	1.7279754286760844	50.58478255035472	106.86931647507802	2.1126771943458444	10.153258735165217	7.471404230717754	1.3589491910264138	3.107541256157206
light_90th_SD	0.0	-37.09432797920287	4.812004130841359	550.5044234433212	1229.2838540608095	2.2330135812021754	37.405140716001945	25.00522561819233	1.495892950023541	3.425805143409919
light_10th_SD	0.1206260443808312	-0.0972623890585488	-0.1162104925818934	9.989403377687214	29.57494570417256	2.960631840158993	0.1515415814603465	3.159882276260343	0.0479579833080658	2.963919825187765
temp_mean_SD	7.223520903402732e-66	0.1081038141028586	0.0479984275862631	0.0976654226154946	0.2018259368509161	2.06650349167584	0.1182805295656862	0.3150756197651475	0.3754036242278938	2.112951650373847
temp_90th_SD	1.406916218915447e-67	0.1228425604659757	0.0444515431987029	0.1289523533708817	0.2172763232855346	1.68493492057972	0.1306377983379353	0.3625549028672321	0.3603255598112128	1.7255607213007875
temp_10th_SD	9.910976165344076e-80	0.241493331184243	0.0824797144971154	0.3739633844352646	0.7662484716180359	2.048993306591165	0.2551899925741371	0.6163780958736808	0.4140153491541907	2.12030957772495
light_while_main_sleep_SD	4.840967632087108e-07	-0.5367811632939846	-0.0732750770150883	17.781155467819577	52.60736802606849	2.958602331624487	0.5417594061747433	4.21757394856754	0.1284528529390093	2.9676011228317365
temp_while_main_sleep_SD	2.7164590692546396e-28	0.0884283514868956	0.0164828372114899	0.1431018014188761	0.268371689368742	1.875390014016567	0.0899514161602274	0.3799611766824526	0.2367384398206639	1.8905004776882528
walking_peak_time_SD	1.524774247250453e-16	-0.1738414849223012	0.0221700939734717	1.111284877218003	1.5129225131550923	1.361417350466022	0.1752494648972807	1.0557398941753553	0.1659968197319749	1.3756455811949693
walking_peak_value_SD	0.0018415444704024	0.0026174988389847	-0.0011622977754118	0.0018010063634437	0.0022489762252031	1.248733081044052	0.0028639546593502	0.0424777896198622	0.0674224032130683	1.2485103878246693
sedentary_peak_time_SD	1.2264276010828405e-07	-0.1499151546256822	-0.0387757016967128	1.9845387699088304	2.648797740472449	1.3347170539752844	0.1548486636316719	1.4092113090542917	0.1098832110108379	1.338716566767742
sedentary_peak_value_SD	1.7557753574830113e-06	-0.0027302442980342	0.0006134732467871	0.0008341021119621	0.0009956138166436	1.193635410299521	0.0027983179503894	0.028888272193759	0.0968669199604815	1.1982804341227469
moderate_peak_time_SD	3.574974493215447e-07	-0.1131205701884282	0.0260019263688458	1.2077037739956902	1.6347940564377492	1.3536382775629077	0.1160705112190258	1.099354309111523	0.1055806215130332	1.3605534395997243
moderate_peak_value_SD	0.0323179018750515	-0.0008198121646923	-0.0019719177683183	0.0018942350898179	0.0021714626655905	1.1463533102426195	0.002135544818164	0.043533303931537	0.0490554271167318	1.1469234660810137
acceleration_peak_time_SD	6.55703930169996e-19	-0.1739612148253025	0.0269007742920739	1.069509084405095	1.219960296785638	1.1406731504896288	0.1760288496838179	1.0351860294370314	0.1700456195100973	1.1547361091712371
acceleration_peak_value_SD	0.0214730748150392	-1.329397170799985	0.0671525450381285	897.622472163669	314.92912246053515	0.3508480817123662	1.3310921463355203	29.95975634936822	0.0444293381699544	0.3527119876153126
tasks_light_peak_time_SD	0.0974528378860245	-0.0563528510108675	-0.0089370016057067	1.7498610446613718	2.670257180927487	1.5259824139031724	0.0570571101156853	1.3232409211788991	0.0431192152558675	1.525852369674613
tasks_light_peak_value_SD	5.301428234154739e-05	-0.002653617731611	-0.0009951571793139	0.0009947315466804	0.0015569931193025	1.5652395105979828	0.002834082722339	0.0315429903615535	0.0898482575638532	1.569778388477321
MET_peak_time_SD	1.0089807224899184e-10	-0.1191943798835268	0.04246841158307	0.9513211277240816	1.2223308697539628	1.2848772450562918	0.1265340514573351	0.9760190504158156	0.1296430140409939	1.293072372595776
MET_peak_value_SD	0.0670479904397976	-0.001746242728582	-0.0055216802354738	0.0168225664382683	0.0217124600781999	1.2906746516873844	0.0057912275287669	0.1297260191649514	0.044641989063144	1.2913553385147478
temp_peak_time_SD	4.815255710454989e-06	0.1718414991413595	-0.0117277715400001	3.0415042485427954	4.690755868754074	1.542248665607305	0.1722412304079494	1.745079281699852	0.098701091815251	1.5458368444582098
temp_peak_value_SD	1.3591757160516363e-25	0.0722712952317857	0.0360470634985897	0.1308104099210663	0.2405296474599753	1.838765336834552	0.0807621873239655	0.3638437348393796	0.2219694324532435	1.8411035286697408
light_peak_time_SD	5.9286312325895184e-145	0.5763869618067373	0.1080675123606216	1.194774046676893	1.984397215135384	1.6608974899100994	0.5864303172318212	1.1019927885648992	0.5321544054707621	1.8029932601081973
light_peak_value_SD	0.0	-25.411028994025763	2.758011979526619	335.517079287818	714.4724566022261	2.12946672675738	25.560262608479405	19.19940835373764	1.331304701558862	3.077026515786041
inactivity_peak_time_SD	0.2528805044478034	0.0136535386529568	0.0220794467025647	0.6787675406475354	0.960853786000492	1.415585938425768	0.0259599900700902	0.8239989071841173	0.0315048841008834	1.415280715005267
inactivity_peak_value_SD	0.0004649638877686	-0.0532409856966371	0.0232862387084015	0.6539151005927432	0.6906643161574157	1.0561987565837845	0.0581106829346737	0.8092460781245613	0.0718084208320737	1.0579236577739777
mesor	3.816296565796113e-36	-0.0171181421917763	0.0003700916546484	0.0075061014068071	0.002092026662792	0.2787101518365872	0.0171221423872924	0.0868040877313788	0.1972504156748706	0.3013747113487793
amplitude	5.475027064440419e-08	-0.0071483740325065	-0.0033920766587542	0.0073541594285104	0.0030175178203409	0.4103144417352083	0.0079123596586277	0.0857639735651269	0.0922573818553227	0.4148912493152524
phase	0.0700792124564405	-0.0300088916976286	-0.0142671771392691	0.7927538473920768	0.2900968854337447	0.3659356386450557	0.0332277884374402	0.8906301291391928	0.0373081791759676	0.3662646332793679
cosinor_rsquared	4.854594824560819e-09	-0.0056482181757582	-0.0053729093529917	0.0059447779810495	0.0030728977679247	0.5169070699898904	0.0077955451045088	0.0771481649788216	0.101046409939223	0.5209312001255437
temp_L1_time	1.680282776508983e-23	0.5482905297126539	0.0842117690883832	7.692520389760637	13.423916173420306	1.7450608504448837	0.5547198635577942	2.801232250746184	0.198027087332737	1.7355508990890485
temp_l1_value	3.431391985917815e-162	-0.931735418968944	-0.2562966895687348	2.5757893588944545	4.774008780721721	1.8534158331839516	0.9663430467722764	1.630134514379015	0.5927995746660183	2.017365855247731
temp_L1_median_time	8.552956525701553e-24	0.5456470991121424	0.1114346929826831	7.756648194702346	13.151402588501458	1.695500718658819	0.5569097301804314	2.8219067071647044	0.1973522826840663	1.680286502194109
temp_mesor	2.918997230625743e-62	-0.5017466041522959	-0.0889081707926992	1.6153980683604257	3.930401367763164	2.4330853458011057	0.5095628691457654	1.2815524851208655	0.397613734171572	2.491771733754736
temp_amplitude	0.0	0.5441032200398446	0.1037077584217127	0.5235247781471869	0.3720934480626924	0.7107465846785189	0.5538985585958713	0.7383148745838847	0.7502199639524388	1.052668569897558
temp_phase	2.345902868781953e-49	-1.280370069683881	-0.0039332199472947	2.9008649570525407	4.824471717079248	1.6631148945248426	1.2803761109773408	1.6481734557305994	0.7768454870605703	1.3261584171557277
temp_cosinor_rsquared	1.41068864545799e-256	0.0735778982671093	-0.0012828707722313	0.0137242123229456	0.0119029164304352	0.8672932296839118	0.073589081192955	0.1186309653439173	0.6203193321374103	1.102225376075232
weekend_temp_mesor	0.5981473142210718	1.9330980363956	2.714707759204453	11224.954618981035	45532.80738037967	4.0563912216968045	3.332642530515595	105.94935658107488	0.0314550520933591	4.056508253112085
weekend_temp_amplitude	0.3908537932945225	3.2794131835356124	3.107637200490327	11232.409185310407	45618.06644627556	4.061289585669141	4.517959694178174	105.98656446234068	0.0426276643374312	4.061810731185762
weekend_temp_phase	7.540689163286572e-19	0.4151058077101922	0.0448014547307609	4.556471281269082	8.2441402329666	1.8093256215301807	0.4175164690652616	2.128294509651962	0.1961741982473739	1.8190184996942176
weekday_temp_mesor	1.0654135761283105e-62	-0.5072633985762782	-0.0965893573716577	1.6604613815664864	4.001814994289806	2.410062069925695	0.5163774389849211	1.3001715262244065	0.3971610118892848	2.4667337348696434
weekday_temp_amplitude	0.0	0.5150488873047132	0.1188451773423389	0.5478356949714943	0.4313308871003195	0.7873362233593835	0.528582569227699	0.7536179818031711	0.701393254926013	1.0866941360221825
weekday_temp_phase	4.628648636005341e-16	0.2830575024358133	0.0356314624050199	3.0005655230583974	4.146669600838441	1.3819626896905255	0.2852913437143174	1.7356166114144418	0.1643746331062245	1.3751589426388424
weekday_temp_cosinor_rsquared	2.024527862271768e-189	0.0660828690651418	0.0017836160253562	0.0148768333275391	0.0137951019053121	0.927287521584008	0.0661069351127896	0.1230957392619423	0.5370367448065525	1.1051234300795914
acceleration_overall	2.0498961159793278e-15	-1.0033105496569608	0.1389700788711605	62.73602696324239	17.562908764847105	0.2799493307910202	1.0128893038602045	7.924534272658245	0.1278168872781511	0.2903323983619693
acceleration_hourly_SD	0.0005168128331154	-0.993389334522302	0.2508306753947638	286.1167964596417	72.21156053679377	0.2523849051517658	1.02456741977366	16.913047149928005	0.060578523236602	0.2556741129157083
acceleration_within_day_SD	0.000975144761428	-0.7086205279190979	0.2161527951512719	159.4531505389667	46.322458518699904	0.2905082675514759	0.740854292988877	12.626342874674084	0.0586752870837114	0.2935524615254566
acceleration_between_day_SD	1.028166258348368e-11	-0.5273991842536525	0.1062906806510284	20.8273073169834	11.53171607072369	0.5536825233917914	0.5380033534697317	4.56491947944649	0.117856044535306	0.5631785816635227
acceleration_overall_M10	9.609564860722669e-08	-1.3148763155530274	0.0009931849093989	210.23895318912827	74.21316010808852	0.3529943380251104	1.3148766906514728	14.50135581087592	0.0906726728038301	0.3581722948699373
acceleration_hourly_SD_M10	0.0378399205316003	-0.947117090633231	0.2831750465841935	609.6100430215952	165.84248381821058	0.2720468366895584	0.9885438231952672	24.68791351677023	0.0400416107470467	0.2738485174912121
acceleration_within_day_SD_M10	0.11804195372124	-0.5324695362793065	0.2310459314728537	311.4674557854033	100.99733150998952	0.3242628712374216	0.5804360684137904	17.646695689751237	0.0328920540490134	0.3256429280322105
acceleration_between_day_SD_M10	3.967190333878276e-05	-0.7801861590648721	0.028490008930647	97.4235352039486	69.4819021046962	0.713194219027684	0.7807061696984765	9.869228818434353	0.0791050834934767	0.7184353443926016
acceleration_M10_time	0.0059020522095295	-0.0768071581499726	-0.024658737660248	1.5119073050483418	1.1919214279231174	0.7883561538086535	0.0806684131867724	1.230290459432159	0.0655685920087562	0.7914094166986537
acceleration_overall_L5	0.2281864621032862	-0.0327472698663114	0.0130375691357267	1.5838385812510682	1.183128519366658	0.7470006939925083	0.035247154391041	1.2589510288519727	0.027997240228782	0.7463497216583846
acceleration_hourly_SD_L5	0.5823783647832275	-0.0342999319599335	0.0031983282869924	3.097801710796121	3.734124985256285	1.2054112347612562	0.0344487247410909	1.760360606292949	0.0195691295396769	1.2048139819675716
acceleration_within_day_SD_L5	0.5541393071670696	-0.0160463578994217	0.0129092161932518	1.2274834644610717	1.0980705725240352	0.8945705618984813	0.0205945008330003	1.1081594145290354	0.0185844207638238	0.8939303491685209
acceleration_between_day_SD_L5	0.762075596426802	-0.0149254377913729	0.0096742945210315	1.4448574380598975	2.295239014411232	1.5885574271557172	0.0177865305145158	1.202167775573325	0.0147953812071141	1.5880830889196815
acceleration_L5_time	4.824790655775697e-05	0.0756364625491017	-0.0193828841159372	0.9527565508976068	0.7582428000084932	0.795841077444328	0.0780805395959423	0.9764297600981084	0.0799653418880811	0.7987933081682052
acceleration_RA	0.0014381649995967	-0.0034285519988483	-0.0017454392782506	0.0041896659847771	0.0025458021131277	0.6076384423908201	0.0038472752803597	0.0647250586325495	0.0594402749358806	0.6100080067423386
acceleration_IV	0.0408654506747969	-0.0091144263799124	0.0068841405986414	0.0684519337507072	0.0545337825221769	0.7966726363170636	0.0114220908776242	0.2616994414346904	0.0436458359062824	0.7973969692107057
sleep_overall	2.5477015507210458e-15	0.0070490086350329	0.002918163798558	0.0025651551404843	0.0027355018594714	1.0664079596195308	0.0076291678898804	0.0506908822976576	0.1505037502618691	1.0762406134249507
sleep_hourly_SD	1.5235659990711765e-05	0.0012512267222075	0.0002135123383136	0.0002943406066629	0.0001192226023672	0.4050497949260388	0.0012693131327526	0.0171542905839033	0.0739939157812631	0.4084418489892321
sleep_within_day_SD	0.0001000928095223	0.0017291809848832	-0.0010961307799959	0.0005973581915392	0.0008840059622916	1.4798591110196784	0.0020473323045701	0.0244421374538313	0.0837624086042936	1.4847370396118766
sleep_between_day_SD	0.0278326403860492	-0.0006091883732419	0.0017882934393739	0.0011967050998337	0.0020863512823085	1.7434130452009395	0.0018892072145217	0.034606562505332	0.0545910104255713	1.7431049893348398
sleep_overall_M10	1.1049792427621031e-10	0.0044172365515416	0.0074810506076176	0.004219945153853	0.0063979416225269	1.5161196151294354	0.0086878131279403	0.0650735794334228	0.1335075341418534	1.517976961909248
sleep_hourly_SD_M10	1.0987243292700677e-12	0.0069074052873668	0.0070426015725874	0.0048041192453586	0.0062294681636189	1.2966930763921547	0.0098646076817151	0.0694004723705133	0.1421403535850632	1.3035991685164847
sleep_within_day_SD_M10	1.793396973685984e-06	0.0043374446268906	0.0020396530271282	0.0027844484135126	0.0024052590686417	0.8638188651545183	0.0047930794237542	0.0527989832491434	0.0907797675030416	0.8670594743991309
sleep_between_day_SD_M10	1.478248038609236e-06	0.0056998080288236	0.0075649890104947	0.0076851890784966	0.0139643194504772	1.8170430561753963	0.0094718989803707	0.0877341465790449	0.1079613736464275	1.819643845839434
sleep_overall_L5	0.5730141492393211	0.0009612232279226	-0.0001597757805632	0.0032925960915718	0.0019924590310223	0.6051331458852354	0.0009744118194852	0.0573860779053245	0.0169799340720385	0.6049293455195369
sleep_hourly_SD_L5	0.4146426665102567	-0.0016975028373863	-0.0002967342747212	0.0054043080609547	0.0046029598809902	0.851720484671462	0.0017232431960489	0.0735223993397551	0.0234383427570917	0.8513725984485134
sleep_within_day_SD_L5	0.3382440962184392	-0.0013421903556757	3.769924735471454e-06	0.0030657108512278	0.0017550775590751	0.5724863316356793	0.0013421956501202	0.0553758509050139	0.0242379237191762	0.5722303677702868
sleep_between_day_SD_L5	0.5994684680297266	-0.0007081024715952	0.0005515913801406	0.0021151713803224	0.0029313924992028	1.3858888818531252	0.0008975868542513	0.0459923964077175	0.0195159836050794	1.3859374163677445
sleep_RA	1.7515156543993566e-09	0.0073294162444378	0.0110032211469016	0.0116519069673929	0.0162564910539233	1.3951785831637722	0.0132208629858966	0.1080907921927224	0.1223125736956789	1.397660947800755
sleep_IS	0.1586154228914732	-0.0001247615338862	7.63657484011253e-05	2.0394185547226744e-05	2.6057035282498607e-05	1.2776698153578343	0.0001462777080299	0.0045167124735708	0.0323858799704217	1.278175168828945
sleep_IV	0.0001400823822732	0.0071812201445532	0.0128284491873787	0.0396046290047545	0.0344810394922514	0.8706315488553632	0.014701667637302	0.199134235060633	0.0738279263373556	0.872255895580214
walking_overall	1.1334970690830569e-13	-0.0044135387703716	0.0010794864487619	0.001258976513791	0.0007260794731384	0.5767220160065134	0.0045436346101589	0.0354701289947356	0.1280974932691481	0.5876503884199382
walking_hourly_SD	0.0002953486938813	-0.0023369921436217	0.0012499587435051	0.00162192927983	0.0008180821283037	0.5043882852829823	0.002650269635304	0.0402676713960001	0.0658163122779263	0.507180805147573
walking_within_day_SD	0.0007115522558841	-0.0022692118723315	0.0008230140890652	0.0014752216073788	0.0008142161835961	0.5519280489951709	0.0024138505985934	0.0384067736918919	0.0628496061126604	0.5540510264919629
walking_between_day_SD	1.0041205079514805e-07	-0.0021544186093443	0.0007138858514341	0.0004114830138791	0.0006498207759268	1.5792165265848	0.0022696150671792	0.0202672766681069	0.1119842149661248	1.5902736771130728
walking_overall_M10	0.0017909727183843	-0.0037073913405282	0.0008545312449418	0.0041284001541384	0.002446164605891	0.5925211981786587	0.0038045990853709	0.0642436324947095	0.0592214191139371	0.5945914818744805
walking_hourly_SD_M10	0.8337573083984756	2.196057191017362e-05	0.0004496624298476	0.0019889129802404	0.001224148956195	0.6154864332209774	0.0004501983646517	0.0445973278581542	0.0100947385476466	0.6155258177458073
walking_within_day_SD_M10	0.829217990608603	-0.00041375956784	0.000150632474253	0.0018026479619545	0.0011956888637054	0.6632958231118259	0.0004403261544341	0.0424562059801519	0.0103713024814327	0.6633621406654862
walking_between_day_SD_M10	0.5524453666557025	-0.0006827390017898	-5.634070164823723e-05	0.0010044309271736	0.0014936587262233	1.4870696289951255	0.0006850597194604	0.0316889087009496	0.0216182805765076	1.4875320591547507
walking_IV	0.1700210533647691	-0.0075395953287155	-0.0026439257693131	0.0498415119421046	0.0605367307341014	1.2145845576358176	0.0079897334870712	0.223271949251186	0.0357847616499403	1.2153474664920645
sedentary_overall	0.0196458942876638	-0.0004821524117159	-0.002952288439432	0.0043227349831069	0.0022535058389372	0.5213148267807024	0.0029914006715462	0.0657555154913652	0.0454927719628187	0.5222854867405042
sedentary_hourly_SD	4.777651929610416e-06	0.0019253754124233	-0.000615008594917	0.0006628531232422	0.0002641793504379	0.3985488506801496	0.0020212140041534	0.0257500102770255	0.0784937164066612	0.4017891895111566
sedentary_within_day_SD	7.332680183928221e-06	0.0020059491354001	-0.0011057763985882	0.0006916857831526	0.0006703301975351	0.9691253078527235	0.0022905399750904	0.0262981891184686	0.087098771887752	0.9743296396794016
sedentary_between_day_SD	0.6188286474737812	-0.0002208171584626	0.0005328732230509	0.0008795706718941	0.0013674173503274	1.554641820176513	0.0005768137388413	0.0296579251877749	0.0194488904800107	1.554744701255519
sedentary_overall_M10	0.0061268017901956	0.0005612225636828	-0.0053892539845686	0.0106681501008024	0.005982485760929	0.5607800513117167	0.0054183972977418	0.1033106114673833	0.0524476355408322	0.5621315585883264
